File_name,Count,Timestamp
Kris_0606-2036.png,31,2023-06-06 20:36:28
Kris_0606-2106.png,28,2023-06-06 21:06:47
Kris_0606-2137.png,22,2023-06-06 21:37:03
Kris_0606-2207.png,27,2023-06-06 22:07:23
Kris_0606-2237.png,26,2023-06-06 22:37:39
Kris_0606-2307.png,19,2023-06-06 23:07:56
Kris_0606-2338.png,21,2023-06-06 23:38:14
Kris_0706-0008.png,22,2023-06-07 0:08:32
Kris_0706-0038.png,24,2023-06-07 0:38:44
Kris_0706-0108.png,16,2023-06-07 1:09:02
Kris_0706-0139.png,20,2023-06-07 1:39:20
Kris_0706-0209.png,21,2023-06-07 2:09:38
Kris_0706-0239.png,20,2023-06-07 2:39:54
Kris_0706-0310.png,22,2023-06-07 3:10:11
Kris_0706-0340.png,20,2023-06-07 3:40:30
Kris_0706-0410.png,21,2023-06-07 4:10:47
Kris_0706-0441.png,22,2023-06-07 4:41:03
Kris_0706-0511.png,24,2023-06-07 5:11:22
Kris_0706-0541.png,24,2023-06-07 5:41:41
Kris_0706-0611.png,24,2023-06-07 6:11:58
Kris_0706-0642.png,21,2023-06-07 6:42:14
Kris_0706-0712.png,24,2023-06-07 7:12:31
Kris_0706-0742.png,18,2023-06-07 7:42:48
Kris_0706-0813.png,33,2023-06-07 8:13:08
Kris_0706-0843.png,34,2023-06-07 8:43:25
Kris_0706-0913.png,44,2023-06-07 9:13:45
Kris_0706-0944.png,46,2023-06-07 9:44:01
Kris_0706-1014.png,46,2023-06-07 10:14:19
Kris_0706-1044.png,42,2023-06-07 10:44:36
Kris_0706-1114.png,43,2023-06-07 11:14:54
Kris_0706-1145.png,44,2023-06-07 11:45:12
Kris_0706-1215.png,39,2023-06-07 12:15:32
Kris_0706-1245.png,43,2023-06-07 12:45:51
Kris_0706-1316.png,42,2023-06-07 13:16:11
Kris_0706-1346.png,39,2023-06-07 13:46:29
Kris_0706-1416.png,35,2023-06-07 14:16:47
Kris_0706-1447.png,39,2023-06-07 14:47:06
Kris_0706-1517.png,40,2023-06-07 15:17:25
Kris_0706-1547.png,38,2023-06-07 15:47:37
Kris_0706-1617.png,38,2023-06-07 16:17:50
Kris_0706-1648.png,39,2023-06-07 16:48:01
Kris_0706-1718.png,36,2023-06-07 17:18:15
Kris_0706-1748.png,37,2023-06-07 17:48:30
Kris_0706-1818.png,40,2023-06-07 18:18:50
Kris_0706-1849.png,34,2023-06-07 18:49:15
Kris_0706-1919.png,43,2023-06-07 19:19:36
Kris_0706-1949.png,39,2023-06-07 19:49:47
Kris_0706-2020.png,39,2023-06-07 20:20:24
Kris_0706-2050.png,37,2023-06-07 20:50:45
Kris_0706-2120.png,35,2023-06-07 21:20:57
Kris_0706-2151.png,27,2023-06-07 21:51:11
Kris_0706-2221.png,21,2023-06-07 22:21:37
Kris_0706-2251.png,27,2023-06-07 22:51:50
Kris_0706-2322.png,26,2023-06-07 23:22:03
Kris_0706-2352.png,24,2023-06-07 23:52:16
Kris_0806-0022.png,25,2023-06-08 0:22:36
Kris_0806-0052.png,27,2023-06-08 0:52:48
Kris_0806-0123.png,30,2023-06-08 1:23:09
Kris_0806-0153.png,30,2023-06-08 1:53:21
Kris_0806-0223.png,31,2023-06-08 2:23:32
Kris_0806-0253.png,28,2023-06-08 2:53:54
Kris_0806-0324.png,26,2023-06-08 3:24:08
Kris_0806-0354.png,31,2023-06-08 3:54:19
Kris_0806-0424.png,31,2023-06-08 4:24:43
Kris_0806-0454.png,36,2023-06-08 4:54:54
Kris_0806-0525.png,34,2023-06-08 5:25:17
Kris_0806-0555.png,35,2023-06-08 5:55:28
Kris_0806-0625.png,33,2023-06-08 6:25:39
Kris_0806-0655.png,32,2023-06-08 6:55:51
Kris_0806-0726.png,33,2023-06-08 7:26:03
Kris_0806-0756.png,30,2023-06-08 7:56:25
Kris_0806-0826.png,29,2023-06-08 8:26:37
Kris_0806-0857.png,37,2023-06-08 8:57:02
Kris_0806-0927.png,41,2023-06-08 9:27:21
Kris_0806-0957.png,44,2023-06-08 9:57:32
Kris_0806-1027.png,43,2023-06-08 10:27:44
Kris_0806-1057.png,42,2023-06-08 10:57:58
Kris_0806-1128.png,39,2023-06-08 11:28:10
Kris_0806-1158.png,40,2023-06-08 11:58:24
Kris_0806-1228.png,49,2023-06-08 12:28:46
Kris_0806-1258.png,35,2023-06-08 12:58:57
Kris_0806-1329.png,40,2023-06-08 13:29:10
Kris_0806-1359.png,42,2023-06-08 13:59:22
Kris_0806-1429.png,45,2023-06-08 14:29:37
Kris_0806-1459.png,40,2023-06-08 14:59:48
Kris_0806-1530.png,35,2023-06-08 15:30:08
Kris_0806-1600.png,41,2023-06-08 16:00:30
Kris_0806-1630.png,38,2023-06-08 16:30:51
Kris_0806-1701.png,33,2023-06-08 17:01:03
Kris_0806-1731.png,42,2023-06-08 17:31:19
Kris_0806-1801.png,42,2023-06-08 18:01:30
Kris_0806-1831.png,39,2023-06-08 18:31:52
Kris_0806-1902.png,37,2023-06-08 19:02:11
Kris_0806-1932.png,36,2023-06-08 19:32:33
Kris_0806-2002.png,24,2023-06-08 20:02:54
Kris_0806-2033.png,24,2023-06-08 20:33:07
Kris_0806-2103.png,21,2023-06-08 21:03:19
Kris_0806-2133.png,20,2023-06-08 21:33:41
Kris_0806-2203.png,13,2023-06-08 22:03:52
Kris_0806-2233.png,13,2023-06-08 22:34:00
Kris_0906-1244.png,1,2023-06-09 12:44:49
Kris_0906-1315.png,0,2023-06-09 13:15:06
Kris_0906-1345.png,0,2023-06-09 13:45:24
Kris_0906-1415.png,2,2023-06-09 14:15:50
Kris_0906-1446.png,7,2023-06-09 14:46:18
Kris_0906-1516.png,5,2023-06-09 15:16:32
Kris_0906-1546.png,3,2023-06-09 15:46:48
Kris_0906-1617.png,4,2023-06-09 16:17:12
Kris_0906-1647.png,5,2023-06-09 16:47:31
Kris_0906-2103.png,7,2023-06-09 21:03:43
Kris_0906-2134.png,3,2023-06-09 21:34:01
Kris_0906-2204.png,2,2023-06-09 22:04:13
Kris_0906-2234.png,5,2023-06-09 22:34:36
Kris_0906-2304.png,8,2023-06-09 23:04:48
Kris_0906-2335.png,9,2023-06-09 23:35:06
Kris_1006-0005.png,12,2023-06-10 0:05:27
Kris_1006-0035.png,14,2023-06-10 0:35:47
Kris_1006-0105.png,13,2023-06-10 1:06:00
Kris_1006-0136.png,11,2023-06-10 1:36:14
Kris_1006-0206.png,12,2023-06-10 2:06:35
Kris_1006-0236.png,9,2023-06-10 2:36:46
Kris_1006-0307.png,7,2023-06-10 3:07:09
Kris_1006-0337.png,4,2023-06-10 3:37:22
Kris_1006-0407.png,4,2023-06-10 4:07:44
